year,month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5,sensor_zone,sensor_noise,traffic_index
2010,1,2,1,-15,-4.0,1020.0,SE,2.68,0,0,148.0,park,1.0689679539977324,4.291567918467517
2010,1,2,2,-11,-5.0,1021.0,SE,3.57,0,0,159.0,park,-0.3352473749831507,4.324284243281587
2010,1,2,3,-7,-5.0,1022.0,SE,5.36,1,0,181.0,residential,0.6137075201998492,2.0201374458389343
2010,1,2,4,-7,-5.0,1022.0,SE,6.25,2,0,138.0,residential,0.29915530128276485,3.1277473102979245
2010,1,2,5,-7,-6.0,1022.0,SE,7.14,3,0,109.0,park,0.43054473360018214,2.942944102632529
2010,1,2,6,-7,-6.0,1023.0,SE,8.93,4,0,105.0,residential,-1.4719034980936974,5.0698694108277635
2010,1,2,7,-7,-5.0,1024.0,SE,10.72,0,0,124.0,residential,-0.0070175930998231315,2.59130798244759
2010,1,2,8,-8,-6.0,1024.0,SE,12.51,0,0,120.0,residential,-1.3694455342571556,5.948427671722808
2010,1,2,9,-7,-5.0,1025.0,SE,14.3,0,0,132.0,park,0.6157474673713808,4.047832364633407
2010,1,2,10,-7,-5.0,1026.0,SE,17.43,1,0,140.0,park,-0.710754993434345,5.694301764953184
2010,1,2,11,-8,-5.0,1026.0,SE,20.56,0,0,152.0,industrial,-1.6450108616116015,4.7684247255969785
2010,1,2,12,-8,-5.0,1026.0,SE,23.69,0,0,148.0,park,-1.24514069162782,6.812275013768472
2010,1,2,13,-8,-5.0,1025.0,SE,27.71,0,0,164.0,industrial,1.4467247629299358,6.129012873716934
2010,1,2,14,-9,-5.0,1025.0,SE,31.73,0,0,158.0,industrial,-0.4684408650900536,2.469655092638501
2010,1,2,15,-9,-5.0,1025.0,SE,35.75,0,0,154.0,residential,-0.520183255542685,6.884932356417375
2010,1,2,16,-9,-5.0,1026.0,SE,37.54,0,0,159.0,industrial,-0.665488832613715,4.766615112350428
2010,1,2,17,-8,-5.0,1027.0,SE,39.33,0,0,164.0,industrial,-0.9139248858440894,2.3659139986008273
2010,1,2,18,-8,-5.0,1027.0,SE,42.46,0,0,170.0,park,-0.6995141630144539,3.1545675243578377
2010,1,2,19,-8,-5.0,1028.0,SE,44.25,0,0,149.0,park,0.4688035745218592,3.9947793916346277
2010,1,2,20,-7,-5.0,1028.0,SE,46.04,0,0,154.0,residential,-0.608086814374465,3.5350410179436573
2010,1,2,21,-7,-5.0,1027.0,SE,49.17,1,0,164.0,industrial,0.6613702865476123,3.4870472110294033
2010,1,2,22,-8,-6.0,1028.0,SE,52.3,2,0,156.0,park,1.2509424535467326,2.4078182351623885
2010,1,2,23,-8,-6.0,1027.0,SE,55.43,3,0,126.0,residential,0.359878457055539,2.868393123883954
2010,1,3,0,-7,-6.0,1027.0,SE,58.56,4,0,90.0,park,-2.836592138404774,3.7658215204348697
2010,1,3,1,-8,-6.0,1026.0,SE,61.69,5,0,63.0,park,0.812827342044533,3.9614740881180763
2010,1,3,2,-8,-7.0,1026.0,SE,65.71,6,0,65.0,residential,0.0294306953445959,2.580117831280031
2010,1,3,3,-8,-7.0,1025.0,SE,68.84,7,0,55.0,park,-0.8101783534734219,3.0059474197876175
2010,1,3,4,-8,-7.0,1024.0,SE,72.86,8,0,65.0,residential,-0.5275334888720087,4.828913630026091
2010,1,3,5,-9,-8.0,1024.0,SE,76.88,9,0,83.0,industrial,-0.031138932368502747,7.535912348646064
2010,1,3,6,-10,-8.0,1024.0,SE,80.9,10,0,91.0,park,-1.4845338416133957,3.4390140432719867
2010,1,3,7,-10,-9.0,1024.0,SE,84.92,11,0,86.0,residential,-1.5078478306031873,8.95941701701682
2010,1,3,8,-10,-9.0,1024.0,SE,89.84,12,0,82.0,park,0.7156639829137516,6.2149911431946965
2010,1,3,9,-11,-9.0,1023.0,SE,93.86,13,0,86.0,park,-0.23162408230108603,2.8493408456317084
2010,1,3,10,-11,-9.0,1023.0,SE,97.88,15,0,78.0,industrial,0.725898580401203,2.594464340598079
2010,1,3,11,-11,-9.0,1022.0,SE,102.8,16,0,98.0,residential,-1.248386827932129,4.657388230813213
2010,1,3,12,-11,-9.0,1021.0,SE,105.93,17,0,107.0,residential,2.3918295315634643,7.477655651964778
2010,1,3,13,-11,-9.0,1020.0,SE,111.74,19,0,90.0,industrial,1.4384225996418516,2.1377127793811668
2010,1,3,14,-11,-9.0,1020.0,SE,116.66,20,0,96.0,residential,1.1755928456263784,10.567607088280788
2010,1,3,15,-11,-9.0,1020.0,SE,121.58,21,0,95.0,residential,-0.12469698855562764,6.127971164492324
2010,1,3,16,-11,-9.0,1020.0,SE,124.71,22,0,86.0,residential,-0.2455173257411823,2.9906749842494587
2010,1,3,17,-11,-9.0,1020.0,SE,127.84,23,0,70.0,park,-0.5858157143095815,6.439805146066733
2010,1,3,18,-11,-9.0,1021.0,cv,0.89,24,0,61.0,industrial,-0.7721718134968387,4.705146632708101
2010,1,3,19,-11,-9.0,1022.0,cv,1.78,25,0,53.0,park,0.3874294109539299,3.6362309404726894
2010,1,3,20,-10,-9.0,1022.0,NW,4.02,26,0,71.0,residential,-0.32419609873866795,3.064109814463024
2010,1,3,21,-11,-10.0,1023.0,NW,7.15,27,0,72.0,industrial,-0.638331135849059,3.777554824658128
2010,1,3,22,-11,-9.0,1023.0,NW,11.17,0,0,76.0,park,1.4426232733172104,4.344674170745691
2010,1,3,23,-12,-11.0,1023.0,NW,14.3,0,0,73.0,park,-0.14897979283334456,2.1344156586385648
2010,1,4,0,-14,-12.0,1023.0,NW,16.09,0,0,79.0,residential,0.33737755945197156,5.898255167362981
2010,1,4,1,-16,-9.0,1023.0,NW,21.9,0,0,58.0,park,-0.9545265865227255,2.3108735451446702
2010,1,4,2,-17,-10.0,1024.0,NW,29.95,0,0,25.0,residential,1.3561963118687421,3.609265116282652
2010,1,4,3,-18,-11.0,1024.0,NW,39.78,0,0,26.0,park,0.6911574650503022,8.83960910775992
2010,1,4,4,-19,-11.0,1025.0,NW,48.72,0,0,28.0,residential,1.9030454719040897,2.2050148482021648
2010,1,4,5,-20,-12.0,1026.0,NW,55.87,0,0,26.0,park,2.246856477256358,5.329239855718872
2010,1,4,6,-21,-12.0,1027.0,NW,64.81,0,0,20.0,residential,-1.155237081394858,6.182893934599104
2010,1,4,7,-21,-13.0,1027.0,NW,73.75,0,0,29.0,residential,0.18531852187483436,2.8680278286942262
2010,1,4,8,-22,-13.0,1028.0,NW,80.9,0,0,26.0,industrial,-0.5518965593295303,4.136215760415473
2010,1,4,9,-22,-13.0,1029.0,NW,90.73,0,0,27.0,park,0.2708282559245002,12.15225519335695
2010,1,4,10,-22,-12.0,1030.0,NW,100.56,0,0,27.0,industrial,1.3371804285758042,4.199040508098643
2010,1,4,11,-23,-12.0,1031.0,NW,108.61,0,0,25.0,industrial,0.44296051645954426,6.393685576912912
2010,1,4,12,-21,-11.0,1030.0,NW,117.55,0,0,29.0,park,-1.1282463540602632,2.2131753229197706
2010,1,4,13,-20,-10.0,1030.0,NW,127.38,0,0,32.0,residential,-0.4237746983005114,12.010234934997303
2010,1,4,14,-21,-10.0,1030.0,NW,136.32,0,0,28.0,park,0.14992311040489606,5.4595761137167695
2010,1,4,15,-21,-9.0,1030.0,NW,145.26,0,0,29.0,residential,-0.11399283703257011,3.4067917651103627
2010,1,4,16,-21,-9.0,1031.0,NW,152.41,0,0,30.0,industrial,1.649940123705079,1.2924069183055629
2010,1,4,17,-20,-11.0,1032.0,NW,159.56,0,0,30.0,industrial,-1.2794327176364688,3.805953199891246
2010,1,4,18,-23,-11.0,1032.0,NW,165.37,0,0,28.0,industrial,1.080237406081132,4.087806148896379
2010,1,4,19,-21,-12.0,1033.0,NW,171.18,0,0,26.0,industrial,0.15756958928492062,4.9050915556882515
2010,1,4,20,-24,-12.0,1034.0,NW,180.12,0,0,31.0,residential,-0.7191580090001433,2.390695358597955
2010,1,4,21,-24,-13.0,1034.0,NW,187.27,0,0,33.0,park,2.0176431093696916,7.608663447319057
2010,1,4,22,-24,-13.0,1035.0,NW,195.32,0,0,29.0,park,-0.5246511039546604,5.102548000068939
2010,1,4,23,-26,-15.0,1035.0,NW,198.45,0,0,31.0,industrial,-0.17490510260260844,3.720207895623694
2010,1,5,0,-26,-17.0,1035.0,NW,201.58,0,0,30.0,park,0.4887278666830489,7.49228145135909
2010,1,5,1,-26,-18.0,1035.0,NW,205.6,0,0,34.0,industrial,0.42208570363390985,2.3744628976658064
2010,1,5,2,-26,-19.0,1035.0,NW,208.73,0,0,27.0,industrial,-1.2423316982950456,11.220189813839756
2010,1,5,3,-27,-18.0,1035.0,NW,213.65,0,0,25.0,residential,-0.27294699114097215,1.6989586677893391
2010,1,5,4,-27,-19.0,1035.0,NW,218.57,0,0,28.0,industrial,1.142516470866675,6.129712961653655
2010,1,5,5,-27,-16.0,1034.0,NE,4.92,0,0,28.0,residential,-0.8614663721713228,5.0764065039244315
2010,1,5,6,-26,-16.0,1035.0,NE,8.05,0,0,27.0,park,-1.6186292048806301,3.401535121471715
2010,1,5,7,-27,-16.0,1034.0,NE,13.86,0,0,27.0,park,-0.6343939949930675,3.3015419017887084
2010,1,5,8,-26,-16.0,1035.0,NE,18.78,0,0,27.0,industrial,-0.12428601905189936,2.1891297490928014
2010,1,5,9,-26,-15.0,1035.0,NE,24.59,0,0,29.0,park,0.6413940686339377,1.4058846689039428
2010,1,5,10,-25,-14.0,1035.0,NE,29.51,0,0,36.0,residential,0.15619403204484986,4.289735965987366
2010,1,5,11,-25,-13.0,1035.0,NE,34.43,0,0,30.0,industrial,1.4098498159332102,3.128415211358215
2010,1,5,12,-25,-12.0,1034.0,NE,39.35,0,0,27.0,industrial,0.5435887669546585,2.580050606901326
2010,1,5,13,-24,-11.0,1032.0,NE,41.14,0,0,39.0,residential,-0.6886161011526747,10.042381420208239
2010,1,5,14,-22,-11.0,1032.0,cv,0.89,0,0,41.0,residential,0.4761943456333123,2.126007012982146
2010,1,5,15,-23,-11.0,1031.0,NW,1.79,0,0,33.0,industrial,-0.05299265934682507,3.9604725479555674
2010,1,5,16,-24,-11.0,1031.0,NW,3.58,0,0,50.0,residential,-0.3992830889433168,5.807363991281252
2010,1,5,17,-23,-11.0,1031.0,NW,5.37,0,0,56.0,park,0.3423060148595929,5.864194422050352
2010,1,5,18,-23,-11.0,1032.0,NW,7.16,0,0,59.0,park,0.7183803392702609,9.56675586983214
2010,1,5,19,-22,-13.0,1033.0,NW,10.29,0,0,60.0,residential,1.3810842996759454,3.1363553947267846
2010,1,5,20,-22,-12.0,1033.0,NW,13.42,0,0,84.0,park,-1.397947439117848,7.571542240085143
2010,1,5,21,-24,-18.0,1033.0,NW,16.55,0,0,106.0,park,0.12766104171280604,5.609803909506219
2010,1,5,22,-22,-13.0,1034.0,NW,20.57,0,0,66.0,park,-0.6940611264081353,7.007576054460517
2010,1,5,23,-22,-16.0,1033.0,NW,23.7,0,0,50.0,residential,-0.42899579306167535,3.1074805712180136
2010,1,6,0,-25,-17.0,1033.0,NW,26.83,0,0,56.0,residential,0.45189808818407146,3.247895908057673
2010,1,6,1,-25,-14.0,1033.0,NE,4.02,0,0,77.0,park,0.6462511184984739,2.4653035595193025
2010,1,6,2,-26,-14.0,1034.0,NE,8.04,0,0,50.0,industrial,0.14131950012159136,3.9654641885315773
2010,1,6,3,-26,-14.0,1033.0,NE,13.85,0,0,44.0,residential,-0.544540576147881,9.852590626800731
2010,1,6,4,-26,-14.0,1033.0,NE,17.87,0,0,27.0,park,-0.4154836677829822,2.2350204229965906
2010,1,6,5,-26,-14.0,1033.0,NE,23.68,0,0,28.0,industrial,-1.5069630456142509,3.653029143316206
2010,1,6,6,-26,-14.0,1033.0,NE,28.6,0,0,21.0,industrial,-2.435834822879148,3.563903608658741
2010,1,6,7,-26,-15.0,1034.0,NE,33.52,0,0,25.0,residential,0.9298243022440533,7.592569954720118
2010,1,6,8,-26,-14.0,1034.0,NE,39.33,0,0,20.0,residential,0.9623407283998443,2.6618329474072864
2010,1,6,9,-25,-13.0,1035.0,NE,44.25,0,0,29.0,park,0.09405322841223684,8.454112003797174
2010,1,6,10,-25,-12.0,1035.0,NE,50.06,0,0,34.0,residential,1.1076433328191768,4.590463345915026
2010,1,6,11,-24,-11.0,1035.0,NE,54.98,0,0,42.0,industrial,-2.375336218455576,9.843846521897742
2010,1,6,12,-24,-10.0,1034.0,NE,59.0,0,0,28.0,industrial,0.3710876836432349,4.418629577185998
2010,1,6,13,-22,-10.0,1033.0,NW,4.02,0,0,36.0,residential,2.3086288494300997,3.0751824540099957
2010,1,6,14,-22,-9.0,1033.0,NW,5.81,0,0,48.0,park,0.5289194735748098,4.057971062902576
2010,1,6,15,-22,-8.0,1033.0,cv,0.89,0,0,49.0,industrial,2.2954078321680713,2.899807776913338
2010,1,6,16,-22,-8.0,1033.0,NW,1.79,0,0,52.0,residential,3.2260436398792365,5.396951474959618
2010,1,6,17,-21,-9.0,1033.0,NW,3.58,0,0,56.0,park,0.02536137051908785,1.2724742920678136
2010,1,6,18,-22,-9.0,1033.0,NW,5.37,0,0,96.0,residential,-0.19950541317380727,9.111767414429327
2010,1,6,19,-22,-14.0,1034.0,cv,0.89,0,0,75.0,residential,1.5547556811542302,3.9738659095295303
2010,1,6,20,-22,-12.0,1035.0,NW,1.79,0,0,105.0,industrial,0.9974703358894382,6.885484111229126
2010,1,6,21,-21,-14.0,1034.0,NW,3.58,0,0,132.0,park,-0.9392314207375011,6.52126969299776
2010,1,6,22,-22,-16.0,1035.0,NW,5.37,0,0,93.0,industrial,0.7029668180329413,2.6227122238728255
2010,1,6,23,-21,-16.0,1035.0,NW,7.16,0,0,131.0,residential,-0.5667396607038679,9.660842860297704
2010,1,7,0,-21,-16.0,1035.0,NW,8.95,0,0,127.0,residential,-0.6195386137405147,5.229443595337385
2010,1,7,1,-21,-16.0,1035.0,cv,0.45,0,0,130.0,industrial,1.4608963921207354,4.767024384629502
2010,1,7,2,-22,-18.0,1036.0,cv,1.34,0,0,43.0,industrial,0.29824287466715377,4.627388091956298
2010,1,7,3,-23,-15.0,1036.0,NW,4.02,0,0,37.0,park,-0.3039342565357066,10.581032030986727
2010,1,7,4,-24,-16.0,1035.0,NW,7.15,0,0,30.0,residential,-0.6846597618015515,6.581206910953967
2010,1,7,5,-25,-15.0,1035.0,NW,10.28,0,0,28.0,park,0.9052261963203735,4.890932510499611
2010,1,7,6,-24,-15.0,1035.0,NW,14.3,0,0,24.0,industrial,0.5562306215366515,4.05604566186306
2010,1,7,7,-25,-13.0,1036.0,NE,4.92,0,0,23.0,industrial,0.856955389414319,5.03011458272684
2010,1,7,8,-24,-14.0,1036.0,NW,4.02,0,0,24.0,residential,0.7276421056699753,3.684560197707698
2010,1,7,9,-23,-12.0,1036.0,NW,8.94,0,0,27.0,park,-1.4134680685105128,2.439463016346079
2010,1,7,10,-22,-11.0,1036.0,NW,12.96,0,0,40.0,industrial,0.4338605285999496,5.538103356691566
2010,1,7,11,-20,-10.0,1036.0,NW,16.09,0,0,42.0,industrial,-1.4428482115558148,7.095299390322933
2010,1,7,12,-21,-9.0,1035.0,NW,19.22,0,0,42.0,industrial,-0.46497527033687525,4.020815170409171
2010,1,7,13,-21,-8.0,1034.0,NW,21.01,0,0,55.0,residential,-0.6208995433979134,7.039240717137196
2010,1,7,14,-20,-7.0,1033.0,NW,22.8,0,0,52.0,industrial,0.20075055288617435,3.4142711508523234
2010,1,7,15,-20,-7.0,1032.0,NW,24.59,0,0,51.0,park,1.0830304172438199,5.383219720917306
2010,1,7,16,-18,-8.0,1032.0,NW,26.38,0,0,57.0,industrial,-0.2889205031555566,6.337515666767031
2010,1,7,17,-19,-9.0,1032.0,NW,28.17,0,0,50.0,park,0.8276236053291421,11.223821231292789
2010,1,7,18,-19,-11.0,1032.0,NE,0.89,0,0,54.0,residential,-1.2432049834676662,2.7633488511557567
2010,1,7,19,-18,-11.0,1033.0,NW,1.79,0,0,67.0,residential,0.10218177898739418,8.461368657453445
2010,1,7,20,-19,-15.0,1032.0,NE,1.79,0,0,106.0,residential,0.561516047574143,6.857661106937567
2010,1,7,21,-19,-14.0,1032.0,cv,0.45,0,0,159.0,park,1.1771626028698452,16.416782420368936
2010,1,7,22,-21,-14.0,1032.0,cv,1.34,0,0,198.0,residential,-1.7284427448840576,6.708818792611725
2010,1,7,23,-21,-16.0,1032.0,cv,2.23,0,0,190.0,industrial,-0.13881243784515226,10.38179130939983
2010,1,8,0,-21,-17.0,1031.0,NW,1.79,0,0,210.0,industrial,0.9167750622730066,6.518241270964301
2010,1,8,1,-19,-16.0,1031.0,NW,3.58,0,0,195.0,residential,-1.1045834728155337,3.632018400931178
2010,1,8,2,-20,-16.0,1031.0,NE,0.89,0,0,275.0,park,2.9611571226347477,3.8319802053295313
2010,1,8,3,-19,-15.0,1030.0,SE,0.89,0,0,164.0,residential,0.3830289158630913,5.605782004886761
2010,1,8,4,-18,-15.0,1030.0,cv,0.45,0,0,110.0,park,-0.43075828448182063,5.583662816885483
2010,1,8,5,-18,-15.0,1029.0,cv,1.34,0,0,100.0,park,-1.2515291625856264,2.072421728453397
2010,1,8,6,-18,-15.0,1029.0,NW,1.79,0,0,81.0,park,-0.43314497623609155,5.709120940517952
2010,1,8,7,-16,-13.0,1029.0,NE,0.89,0,0,71.0,residential,0.32633121790706643,2.9331453045354525
2010,1,8,8,-16,-12.0,1029.0,SE,0.89,0,0,66.0,park,0.8517227075893817,4.10366959439674
2010,1,8,9,-16,-12.0,1030.0,SE,1.78,0,0,92.0,residential,-1.7535977415257207,5.082883134127886
2010,1,8,10,-17,-10.0,1030.0,NE,0.89,0,0,135.0,park,-0.3916428428894173,3.153908873608383
2010,1,8,11,-16,-10.0,1029.0,cv,0.89,0,0,155.0,residential,0.42800809632368314,11.14390376243329
2010,1,8,12,-16,-9.0,1028.0,SE,3.13,0,0,198.0,industrial,1.9376356195130817,3.122322168527894
2010,1,8,13,-15,-8.0,1026.0,SE,4.92,0,0,250.0,residential,-2.456652290447776,7.453526609906013
2010,1,8,14,-16,-8.0,1026.0,cv,0.89,0,0,200.0,residential,-0.9969256484583044,2.4639569505072325
2010,1,8,15,-16,-8.0,1025.0,cv,1.78,0,0,231.0,industrial,-0.420182319945244,3.112518019528762
2010,1,8,16,-16,-8.0,1025.0,cv,2.67,0,0,250.0,park,0.31216827531547864,5.444036284039438
2010,1,8,17,-17,-8.0,1025.0,SE,0.89,0,0,212.0,industrial,2.3246987134231176,1.881665475753115
2010,1,8,18,-17,-9.0,1026.0,cv,0.45,0,0,219.0,residential,-0.14840956238047934,7.0752840515057915
2010,1,8,19,-17,-11.0,1026.0,cv,1.34,0,0,227.0,park,-2.197214492646314,5.225002265842889
2010,1,8,20,-17,-12.0,1026.0,cv,1.79,0,0,226.0,residential,0.4574356650592563,5.452893057759648
2010,1,8,21,-18,-14.0,1027.0,NW,1.79,0,0,225.0,industrial,-0.6325200899568513,7.284219372723198
2010,1,8,22,-16,-9.0,1027.0,NW,4.92,0,0,168.0,industrial,-1.2350672865120926,16.42610519155548
2010,1,8,23,-16,-11.0,1027.0,NW,6.71,0,0,169.0,industrial,-0.019412304165929734,5.545630809100759
2010,1,9,0,-17,-13.0,1027.0,cv,0.89,0,0,165.0,park,-1.441870481872151,3.3876801302408537
2010,1,9,1,-17,-13.0,1027.0,NW,3.13,0,0,159.0,park,2.4207888072363803,2.5223064711327345
2010,1,9,2,-17,-14.0,1027.0,NW,4.92,0,0,167.0,industrial,-0.6096187947275535,8.730133454005562
2010,1,9,3,-17,-15.0,1027.0,NW,8.05,0,0,196.0,park,-1.6683628957032461,7.440878211415149
2010,1,9,4,-17,-13.0,1027.0,NW,9.84,0,0,169.0,industrial,1.8555128430583203,4.123240918723546
2010,1,9,5,-19,-16.0,1027.0,NW,13.86,0,0,155.0,residential,-1.051226261495085,5.136034101743646
2010,1,9,6,-18,-15.0,1027.0,NW,17.88,0,0,119.0,park,0.3719591392447751,5.468261173360776
2010,1,9,7,-19,-15.0,1027.0,NW,21.9,0,0,106.0,residential,-0.818651130345033,4.401003735492452
2010,1,9,8,-18,-14.0,1028.0,NW,25.92,0,0,93.0,park,0.8165939069997332,4.8518857801846735
2010,1,9,9,-18,-9.0,1029.0,NE,5.81,0,0,84.0,park,1.9482828798077723,4.945553407048156
2010,1,9,10,-17,-7.0,1029.0,NE,11.62,0,0,73.0,residential,-0.4321499396423565,4.371519744241789
2010,1,9,11,-17,-6.0,1030.0,NE,17.43,0,0,66.0,industrial,-0.2126808466601892,4.961338643339205
2010,1,9,12,-16,-6.0,1029.0,NE,23.24,0,0,40.0,industrial,-0.19419831102518884,2.7309879457823816
2010,1,9,13,-16,-5.0,1029.0,NE,28.16,0,0,49.0,industrial,0.09213021274918021,12.319854221988813
2010,1,9,14,-15,-4.0,1029.0,NE,33.08,0,0,50.0,park,-0.33597951558766564,6.248137606500572
2010,1,9,15,-14,-4.0,1028.0,NE,37.1,0,0,49.0,industrial,-1.3437545956159154,3.084369087398171
2010,1,9,16,-15,-4.0,1029.0,NE,38.89,0,0,41.0,industrial,1.288078686707552,4.274807694157844
2010,1,9,17,-15,-4.0,1030.0,NW,1.79,0,0,37.0,residential,1.2320940196413068,7.9835487462857495
2010,1,9,18,-15,-7.0,1030.0,NE,3.13,0,0,45.0,industrial,-0.6724868189642096,3.4950227248830967
2010,1,9,19,-15,-6.0,1031.0,NW,3.13,0,0,44.0,industrial,0.660949743211463,2.1236949575215642
2010,1,9,20,-15,-7.0,1032.0,NW,4.92,0,0,54.0,residential,1.2440764988974606,3.760380195535105
2010,1,9,21,-15,-6.0,1032.0,NE,3.13,0,0,50.0,park,1.7338990428494792,3.946341448405891
2010,1,9,22,-15,-8.0,1033.0,cv,0.45,0,0,47.0,residential,0.6177090360363868,7.814448207239192
2010,1,9,23,-15,-8.0,1033.0,cv,0.9,0,0,66.0,park,0.8101356211043202,2.509011462194186
2010,1,10,0,-15,-11.0,1033.0,NW,0.89,0,0,75.0,park,0.5596095454595702,3.94211434386448
2010,1,10,1,-17,-13.0,1033.0,NW,1.78,0,0,82.0,residential,2.0990840793233123,2.7997119563886623
2010,1,10,2,-17,-12.0,1033.0,NW,4.91,0,0,66.0,industrial,0.8778198166903193,6.211592379254908
2010,1,10,3,-17,-13.0,1033.0,NW,8.04,0,0,83.0,industrial,0.2605248245906514,4.146702148574177
2010,1,10,4,-19,-14.0,1032.0,NW,9.83,0,0,62.0,industrial,-0.18758567606185553,6.425078747921987
2010,1,10,5,-18,-13.0,1032.0,NW,12.96,0,0,40.0,park,-0.23409751310142568,2.6458951374403967
2010,1,10,6,-19,-13.0,1032.0,NW,16.09,0,0,23.0,residential,0.4338259523126846,2.7947774083017394
2010,1,10,7,-19,-14.0,1033.0,NW,19.22,0,0,25.0,park,-1.6969205737745978,2.517402494028429
2010,1,10,8,-19,-14.0,1034.0,NW,22.35,0,0,27.0,residential,0.49228986142464026,8.526974440212106
2010,1,10,9,-17,-12.0,1033.0,NW,24.14,0,0,35.0,park,-1.751840953408808,2.357950669817536
2010,1,10,10,-16,-7.0,1033.0,NE,4.02,0,0,50.0,industrial,-0.5622648619476095,6.725666649888613
2010,1,10,11,-15,-7.0,1033.0,NW,3.13,0,0,70.0,industrial,-1.6599394282278344,5.4665595032951195
2010,1,10,12,-15,-7.0,1032.0,NW,6.26,0,0,75.0,industrial,0.4612842355521252,3.5612087187402213
2010,1,10,13,-14,-6.0,1031.0,NW,9.39,0,0,58.0,industrial,0.5249644073118099,2.681114041409844
2010,1,10,14,-14,-6.0,1031.0,NW,12.52,0,0,70.0,residential,-0.6398392114104445,4.36011119738841
2010,1,10,15,-13,-5.0,1030.0,NW,14.31,0,0,68.0,park,0.6749040043785861,6.130787870903454
2010,1,10,16,-14,-5.0,1031.0,NW,16.1,0,0,71.0,residential,1.7653685709335911,2.0017787319326255
2010,1,10,17,-14,-6.0,1031.0,NW,19.23,0,0,88.0,industrial,0.20195926976168765,3.9201357974502424
2010,1,10,18,-13,-7.0,1032.0,NW,23.25,0,0,84.0,industrial,-0.8369312382224654,7.522613435392918
2010,1,10,19,-15,-6.0,1032.0,NW,27.27,0,0,83.0,residential,1.1313998548131596,15.524896212511061
2010,1,10,20,-15,-6.0,1033.0,NW,30.4,0,0,66.0,residential,-0.5211493880376352,3.6459246510319114
2010,1,10,21,-15,-4.0,1034.0,NW,35.32,0,0,27.0,industrial,-0.4673760467259274,4.219681835627552
2010,1,10,22,-16,-4.0,1034.0,NW,44.26,0,0,24.0,residential,0.03142688304139712,7.342680268457823
2010,1,10,23,-17,-5.0,1035.0,NW,52.31,0,0,22.0,industrial,0.8291362484444075,5.523619744900208
2010,1,11,0,-17,-6.0,1035.0,NW,60.36,0,0,23.0,industrial,-0.7918915337895808,2.6648881331984655
